bed,row,col,Unique.ID,Li600,Genotype,Type
C ,31,C ,2420,NA,SQ3 x WL2,F1
C ,31,D ,2096,59,(SQ3 x WL2) x (WL2),F2
C ,32,C ,2580,NA,(WV) x (WV x WL2),F2
C ,32,D ,2430,60,WL2 x LV1,F1
C ,33,C ,2339,61,(WV x TM2) x (TM2 x WL2),F2
C ,33,D ,2410,NA,BH x WL2,F1
C ,34,C ,2471,62,(WV x WL2) x (WL2 x CC),F2
C ,34,D ,2201,63,(WL2 x BH) x (WL2 x CC),F2
C ,35,C ,2218,64,(WL2 x BH) x (WL2 x TM2),F2
C ,37,C ,2260,65,(WL2 x TM2) x (TM2),F2
C ,38,C ,1982,66,LV1 x WL2,F1
C ,38,D ,539,NA,TM2,Parent
C ,39,C ,2220,67,(WL2 x BH) x (WL2 x TM2),F2
C ,39,D ,1821,68,WL1,Parent
C ,40,C ,1992,69,TM2 x WL2,F1
C ,40,D ,2204,70,(WL2 x BH) x (WL2 x CC),F2
C ,41,C ,2607,NA,(WV x TM2) x (TM2 x WL2),F2
C ,41,D ,2554,71,(WL2 x WV) x (CC x WL2),F2
C ,42,D ,2043,72,WL2 x WV,F1
C ,43,C ,1156,NA,(WL1 x WL2) x (WL2 x TM2),F2
C ,43,D ,1048,NA,(TM2 x BH) x (TM2 x WL2),F2
C ,44,C ,1252,NA,LV1 x WL2,F1
C ,44,D ,1085,NA,(TM2 x WL2) x (TM2 x WL2),F2
C ,45,D ,394,NA,BH,Parent
C ,46,D ,1766,73,TM2,Parent
C ,47,C ,2255,74,(WL2 x TM2) x (TM2),F2
C ,48,C ,89,NA,(SQ3 x WL2) x (WL2),F2
C ,48,D ,1919,NA,WL2,Parent
C ,49,C ,2643,NA,(WL2 x TM2) x (TM2),F2
C ,49,D ,2480,NA,DPR x WL2,F1
C ,50,C ,1794,75,TM2,Parent
C ,50,D ,2097,NA,(SQ3 x WL2) x (WL2),F2
C ,51,C ,2397,NA,SQ3,Parent
C ,51,D ,1831,76,WL2,Parent
C ,52,C ,2516,77,(WL2 x BH) x (WL2 x CC),F2
C ,53,C ,2311,78,(WL2) x (WL2 x BH),F2
C ,53,D ,2640,NA,TM2,Parent
C ,55,D ,2519,79,(WL2 x BH) x (WL2 x CC),F2
C ,56,D ,2559,80,(WV x TM2) x (WL2 x TM2),F2
C ,57,D ,1835,81,WL2,Parent
C ,58,C ,2031,82,WL2 x TM2,F1
C ,58,D ,2457,83,(WL2) x (WL2 x BH),F2
D ,4,A ,1993,84,TM2 x WL2,F1
D ,5,A ,2483,NA,LV1 x WL2,F1
D ,9,A ,2155,85,(TM2 x WL2) x (TM2),F2
D ,9,B ,2320,86,(WL2) x (WL2 x TM2),F2
D ,10,A ,2278,NA,(WL2 x TM2) x (TM2),F2
D ,11,B ,1822,87,WL1,Parent
D ,12,B ,304,NA,WL1,Parent
D ,13,B ,2209,88,(WL2 x BH) x (WL2 x CC),F2
D ,14,A ,2417,89,SQ3 x WL2,F1
D ,14,B ,2205,90,(WL2 x BH) x (WL2 x CC),F2
D ,15,B ,1107,NA,(WL2 x DPR) x (WL2),F2
D ,16,A ,1995,91,TM2 x WL2,F1
D ,16,B ,1961,NA,YO11,Parent
D ,17,A ,2240,92,(WL2 x TM2) x (TM2),F2
D ,18,A ,2521,93,(WL2 x BH) x (WL2 x CC),F2
D ,18,B ,2610,NA,(WV x TM2) x (TM2 x WL2),F2
D ,20,A ,2532,94,(WL2 x BH) x (WL2 x CC),F2
D ,22,A ,2206,95,(WL2 x BH) x (WL2 x CC),F2
D ,22,B ,2593,96,(DPR x TM2) x (TM2 x WL2),F2
D ,23,A ,1894,NA,WL2,Parent
D ,23,B ,2413,97,BH x WL2,F1
D ,24,A ,2597,98,(TM2 x WL2) x (TM2),F2
D ,24,B ,2440,99,(CC x WL2) x (WL2),F2
D ,25,B ,2222,100,(WL2 x BH) x (WL2 x TM2),F2
D ,26,A ,2577,NA,(WV x WL2) x (WV),F2
D ,26,B ,1803,NA,WL1,Parent
D ,28,A ,1864,101,WL2,Parent
D ,28,B ,2403,NA,WL1,Parent
D ,29,A ,2312,NA,(WL2) x (WL2 x BH),F2
D ,29,B ,1942,102,WV,Parent
D ,30,B ,1760,NA,TM2,Parent
D ,31,A ,1967,NA,BH x WL2,F1
D ,31,B ,2569,103,(WV x WL2) x (WL2 x BH),F2
D ,32,A ,1968,104,BH x WL2,F1
D ,32,B ,2633,NA,TM2,Parent
D ,33,B ,246,NA,(WL2 x BH) x (WL2 x TM2),F2
D ,34,A ,2406,NA,WL1,Parent
D ,34,B ,2224,105,(WL2 x BH) x (WL2 x TM2),F2
D ,35,B ,190,NA,WL2,Parent
D ,36,B ,2507,106,(TM2) x (TM2 x WL2),F2
D ,38,A ,1774,107,TM2,Parent
D ,38,B ,2418,108,SQ3 x WL2,F1
D ,39,A ,2515,109,(WL2 x BH) x (WL2 x CC),F2
D ,39,B ,1838,110,WL2,Parent
D ,40,A ,2261,111,(WL2 x TM2) x (TM2),F2
D ,40,B ,2414,NA,BH x WL2,F1
D ,41,A ,2455,NA,(WL2 x TM2) x (WL2 x BH),F2
D ,41,B ,1940,112,WV,Parent
D ,42,A ,2324,113,(WL2) x (WL2 x TM2),F2
D ,42,B ,1985,114,LV1 x WL2,F1
D ,43,B ,1804,115,WL1,Parent
D ,44,A ,2207,116,(WL2 x BH) x (WL2 x CC),F2
D ,44,B ,2596,117,(SQ3 x WL2) x (WL2),F2
D ,45,A ,2241,118,(WL2 x TM2) x (TM2),F2
D ,45,B ,398,NA,BH,Parent
D ,46,A ,2583,NA,(YO11 x WL2) x (WL2),F2
D ,47,B ,1403,NA,WV x WL2,F1
D ,48,A ,2490,119,WL2 x DPR,F1
D ,48,B ,1702,120,SQ3,Parent
D ,49,A ,2525,121,(WL2 x BH) x (WL2 x CC),F2
D ,49,B ,1707,122,TM2,Parent
D ,50,B ,2625,NA,WV,Parent
D ,51,B ,1988,NA,LV1 x WL2,F1
D ,52,A ,522,NA,TM2,Parent
D ,52,B ,2463,123,(WL2) x (WL2 x TM2),F2
D ,53,B ,2212,124,(WL2 x BH) x (WL2 x CC),F2
D ,54,A ,1876,125,WL2,Parent
D ,54,B ,1849,NA,WL2,Parent
D ,55,A ,2573,126,(WV x WL2) x (WL2 x CC),F2
D ,55,B ,2425,127,WL1 x WL2,F1
D ,56,A ,2544,128,(WL2 x CC) x (WL2 x BH),F2
D ,56,B ,2492,129,YO11 x WL2,F1
D ,57,B ,1327,NA,(WV x WL2) x (WL2 x DPR),F2
D ,58,B ,2131,130,(TM2 x WL2) x (TM2),F2
D ,4,C ,1901,NA,WL2,Parent
D ,5,C ,2292,131,(WL2 x TM2) x (WL2 x BH),F2
D ,5,D ,2121,132,(SQ3 x WL2) x (WL2),F2
D ,7,C ,1751,133,TM2,Parent
D ,8,C ,2538,134,(WL2 x BH) x (WL2 x TM2),F2
D ,9,C ,2622,NA,DPR,Parent
D ,9,D ,1768,135,TM2,Parent
D ,10,C ,2412,NA,BH x WL2,F1
D ,12,C ,2257,136,(WL2 x TM2) x (TM2),F2
D ,13,C ,144,NA,WL2,Parent
D ,13,D ,2576,137,(WV x WL2) x (WV),F2
D ,15,C ,2376,NA,(WV) x (WV x WL2),F2
D ,15,D ,1667,NA,LV1,Parent
D ,16,C ,2343,138,(WV x WL2) x (WL2 x BH),F2
D ,16,D ,2539,NA,(WL2 x BH) x (WL2 x TM2),F2
D ,17,D ,1791,NA,TM2,Parent
D ,18,C ,2510,139,(WL2 x BH) x (WL2 x CC),F2
D ,18,D ,2054,NA,YO11 x WL2,F1
D ,19,C ,1767,140,TM2,Parent
D ,19,D ,1644,141,DPR,Parent
D ,20,D ,2399,NA,SQ3,Parent
D ,21,D ,1977,142,DPR x WL2,F1
D ,22,C ,53,NA,YO11,Parent
D ,23,D ,815,NA,(SQ3 x WL2) x (DPR x WL2),F2
D ,24,D ,2461,143,(WL2) x (WL2 x TM2),F2
D ,25,C ,2047,144,WL2 x YO11,F1
D ,26,D ,1600,145,BH,Parent
D ,27,C ,1837,146,WL2,Parent
D ,27,D ,2283,NA,(WL2 x TM2) x (TM2),F2
D ,28,D ,2129,NA,(TM2 x WL2) x (TM2),F2
D ,29,C ,1971,147,BH x WL2,F1
D ,29,D ,2617,148,CC,Parent
D ,30,D ,2451,149,(WL2 x TM2) x (CC x TM2),F2
D ,31,C ,2540,150,(WL2 x BH) x (WL2 x TM2),F2
D ,32,D ,2526,NA,(WL2 x BH) x (WL2 x CC),F2
D ,33,C ,2422,151,WL1 x WL2,F1
D ,34,C ,1648,NA,DPR,Parent
D ,34,D ,2345,152,(WV x WL2) x (WL2 x BH),F2
D ,35,D ,2479,NA,DPR x WL2,F1
D ,36,D ,2468,153,(WV x WL2) x (WL2 x CC),F2
D ,37,C ,2050,NA,WL2 x YO11,F1
D ,38,D ,2055,154,YO11 x WL2,F1
D ,39,C ,1862,NA,WL2,Parent
D ,39,D ,1430,NA,(CC x TM2) x (WL2 x TM2),F2
D ,40,C ,2340,NA,(WV x TM2) x (WL2 x TM2),F2
D ,40,D ,1404,NA,WV x WL2,F1
D ,41,C ,1913,NA,WL2,Parent
D ,41,D ,2484,155,TM2 x WL2,F1
D ,42,D ,76,NA,(LV1 x WL2) x (WL2),F2
D ,43,C ,363,NA,(TM2 x WL2) x (WL2),F2
D ,43,D ,2046,NA,WL2 x WV,F1
D ,44,C ,385,NA,(TM2 x WL2) x (YO11 x WL2),F2
D ,44,D ,2531,156,(WL2 x BH) x (WL2 x CC),F2
D ,45,D ,2543,157,(WL2 x CC) x (WL2 x BH),F2
D ,46,C ,2277,158,(WL2 x TM2) x (TM2),F2
D ,46,D ,1972,NA,BH x WL2,F1
D ,47,D ,2065,NA,(CC x WL2) x (WL2),F2
D ,48,C ,1615,NA,BH,Parent
D ,48,D ,2369,159,(WV x WL2) x (WV),F2
D ,49,D ,2387,160,(YO11 x WL2) x (WL2),F2
D ,50,C ,2103,161,(SQ3 x WL2) x (WL2),F2
D ,50,D ,2542,162,(WL2 x BH) x (WL2 x TM2),F2
D ,51,C ,2445,163,(SQ3 x WL2) x (WL2),F2
D ,51,D ,1839,164,WL2,Parent
D ,52,C ,2242,165,(WL2 x TM2) x (TM2),F2
D ,52,D ,1806,166,WL1,Parent
D ,53,C ,2429,NA,WL2 x LV1,F1
D ,53,D ,2346,167,(WV x WL2) x (WL2 x BH),F2
D ,54,C ,2567,NA,(WV x WL2) x (WL2 x BH),F2
D ,55,C ,2235,168,(WL2 x TM2) x (CC x TM2),F2
D ,55,D ,1796,NA,TM2,Parent
D ,56,C ,2166,169,(TM2 x WL2) x (WL2 x DPR),F2
D ,56,D ,2485,170,TM2 x WL2,F1
D ,57,C ,1970,171,BH x WL2,F1
E ,4,A ,2225,172,(WL2 x BH) x (WL2 x TM2),F2
E ,4,B ,1998,NA,TM2 x WL2,F1
E ,5,B ,2641,NA,TM2,Parent
E ,6,B ,2061,NA,(CC x WL2) x (WL2),F2
E ,7,A ,2266,173,(WL2 x TM2) x (TM2),F2
E ,7,B ,2534,174,(WL2 x BH) x (WL2 x CC),F2
E ,8,A ,2282,175,(WL2 x TM2) x (TM2),F2
E ,8,B ,2028,176,WL2 x TM2,F1
E ,9,B ,2132,NA,(TM2 x WL2) x (TM2),F2
E ,10,B ,2374,177,(WV x WL2) x (WV),F2
E ,11,A ,2088,178,(LV1 x WL2) x (WL2),F2
E ,14,A ,2211,179,(WL2 x BH) x (WL2 x CC),F2
E ,14,B ,2025,NA,WL2 x LV1,F1
E ,15,B ,1896,NA,WL2,Parent
E ,16,A ,1857,NA,WL2,Parent
E ,18,A ,2000,180,TM2 x WL2,F1
E ,18,B ,372,NA,(TM2 x WL2) x (WL2),F2
E ,19,B ,1975,181,DPR x WL2,F1
E ,20,B ,2367,182,(WV x WL2) x (WL2 x CC),F2
E ,21,A ,2104,NA,(SQ3 x WL2) x (WL2),F2
E ,21,B ,2437,NA,(CC x WL2) x (WL2),F2
E ,22,A ,2014,NA,WL2 x DPR,F1
E ,25,A ,2332,183,(WV x TM2) x (TM2 x WL2),F2
E ,25,B ,1808,NA,WL1,Parent
E ,26,A ,1713,NA,TM2,Parent
E ,27,B ,1841,184,WL2,Parent
E ,28,B ,2453,185,(WL2 x TM2) x (CC x TM2),F2
E ,29,A ,2106,186,(SQ3 x WL2) x (WL2),F2
E ,29,B ,2375,187,(WV) x (WV x WL2),F2
E ,41,A ,1601,188,BH,Parent
E ,42,B ,2434,189,WL2 x YO11,F1
E ,43,B ,1686,NA,SQ3,Parent
E ,44,B ,2273,NA,(WL2 x TM2) x (TM2),F2
E ,45,A ,2208,190,(WL2 x BH) x (WL2 x CC),F2
E ,46,B ,2613,191,TM2 x WL2,F1
E ,47,B ,2586,192,(DPR x TM2) x (TM2 x WL2),F2
E ,48,A ,2164,NA,(TM2 x WL2) x (WL1 x TM2),F2
E ,48,B ,1974,193,DPR x WL2,F1
E ,49,B ,2503,194,(TM2) x (TM2 x WL2),F2
E ,51,A ,334,NA,(WL1 x WL2) x (BH x WL2),F2
E ,51,B ,1800,195,TM2,Parent
E ,5,D ,2432,196,WL2 x YO11,F1
E ,7,D ,1406,NA,WV x WL2,F1
E ,8,C ,2541,197,(WL2 x BH) x (WL2 x TM2),F2
E ,8,D ,2366,198,(WV x WL2) x (WL2 x CC),F2
E ,9,D ,2347,199,(WV x WL2) x (WL2 x BH),F2
E ,10,D ,2630,NA,TM2,Parent
E ,11,C ,2268,200,(WL2 x TM2) x (TM2),F2
E ,11,D ,2552,NA,(WL2 x WV) x (CC x WL2),F2
E ,12,D ,2007,201,WL1 x WL2,F1
E ,13,D ,1490,NA,(TM2 x WL2) x (DPR x WL2),F2
E ,14,C ,2193,NA,(WL2 x BH) x (WL2 x CC),F2
E ,14,D ,2394,NA,WL2,Parent
E ,16,C ,2272,202,(WL2 x TM2) x (TM2),F2
E ,17,D ,2174,NA,(TM2) x (TM2 x WL2),F2
E ,18,C ,2057,203,(CC x WL2) x (WL2 x TM2),F2
E ,18,D ,2122,204,(SQ3 x WL2) x (WL2),F2
E ,19,C ,2040,NA,WL2 x WV,F1
E ,21,C ,1781,205,TM2,Parent
E ,21,D ,2416,206,BH x WL2,F1
E ,22,C ,2036,207,WL2 x WL1,F1
E ,22,D ,2428,NA,WL2 x LV1,F1
E ,23,C ,2409,NA,WL1,Parent
E ,23,D ,2325,NA,(WL2) x (WL2 x TM2),F2
E ,24,C ,2585,208,(DPR x TM2) x (TM2 x WL2),F2
E ,24,D ,2502,209,(SQ3 x WL2) x (WL2),F2
E ,25,C ,2080,210,(DPR x TM2) x (TM2 x WL2),F2
E ,25,D ,2067,211,(CC x WL2) x (WL2),F2
E ,26,C ,1623,NA,CC,Parent
E ,26,D ,2091,212,(LV1 x WL2) x (YO11 x WL2),F2
E ,27,D ,79,NA,(LV1 x WL2) x (WL2),F2
E ,28,C ,2637,NA,TM2,Parent
E ,28,D ,1870,213,WL2,Parent
E ,29,C ,2348,214,(WV x WL2) x (WL2 x BH),F2
E ,41,C ,2477,NA,DPR x WL2,F1
E ,41,D ,2259,NA,(WL2 x TM2) x (TM2),F2
E ,42,C ,2473,215,BH x WL2,F1
E ,42,D ,2245,216,(WL2 x TM2) x (TM2),F2
E ,43,D ,2134,217,(TM2 x WL2) x (TM2),F2
E ,44,C ,2426,218,WL1 x WL2,F1
E ,44,D ,1763,219,TM2,Parent
E ,46,C ,2297,220,(WL2 x WV) x (CC x WL2),F2
E ,46,D ,2628,NA,WV,Parent
E ,47,C ,2594,221,(DPR x TM2) x (TM2 x WL2),F2
E ,47,D ,2011,222,WL1 x WL2,F1
E ,48,C ,2081,223,(DPR x TM2) x (TM2 x WL2),F2
E ,49,c ,380,NA,(TM2 x WL2) x (YO11 x WL2),F2
E ,49,D ,2600,224,(TM2 x WL2) x (TM2),F2
E ,50,C ,1809,225,WL1,Parent
E ,50,D ,2308,NA,(WL2) x (TM2 x WL2),F2
E ,51,C ,1715,NA,TM2,Parent
F ,4,A ,1842,226,WL2,Parent
F ,4,B ,2528,227,(WL2 x BH) x (WL2 x CC),F2
F ,6,A ,2333,228,(WV x TM2) x (TM2 x WL2),F2
F ,7,A ,1859,NA,WL2,Parent
F ,8,A ,2048,229,WL2 x YO11,F1
F ,8,B ,2015,230,WL2 x DPR,F1
F ,9,A ,2449,NA,(WL2 x TM2) x (CC x TM2),F2
F ,9,B ,1892,NA,WL2,Parent
F ,10,B ,1659,NA,DPR,Parent
F ,11,A ,2288,NA,(WL2 x TM2) x (TM2),F2
F ,11,B ,2533,231,(WL2 x BH) x (WL2 x CC),F2
F ,12,B ,2136,232,(TM2 x WL2) x (TM2),F2
F ,13,A ,2109,233,(SQ3 x WL2) x (WL2),F2
F ,14,B ,2433,NA,WL2 x YO11,F1
F ,15,A ,2631,234,TM2,Parent
F ,15,B ,2611,235,(WV x TM2) x (TM2 x WL2),F2
F ,16,A ,1463,NA,(DPR x WL2) x (WV x WL2),F2
F ,16,B ,2196,236,(WL2 x BH) x (WL2 x CC),F2
F ,17,A ,2289,237,(WL2 x TM2) x (TM2),F2
F ,17,B ,1912,NA,WL2,Parent
F ,18,A ,2035,238,WL2 x WL1,F1
F ,18,B ,2459,NA,(WL2) x (WL2 x BH),F2
F ,19,A ,1989,239,SQ3 x WL2,F1
F ,19,B ,2341,NA,(WV x TM2) x (WL2 x TM2),F2
F ,20,B ,2603,NA,(WL2 x BH) x (CC x WL2),F2
F ,21,A ,2110,240,(SQ3 x WL2) x (WL2),F2
F ,22,B ,2010,241,WL1 x WL2,F1
F ,23,A ,1602,242,BH,Parent
F ,23,B ,2462,NA,(WL2) x (WL2 x TM2),F2
F ,24,A ,2247,243,(WL2 x TM2) x (TM2),F2
F ,24,B ,2027,244,WL2 x SQ3,F1
F ,25,B ,2530,246,(WL2 x BH) x (WL2 x CC),F2
F ,26,A ,1811,NA,WL1,Parent
F ,26,B ,1692,247,SQ3,Parent
F ,27,A ,2514,NA,(WL2 x BH) x (WL2 x CC),F2
F ,27,B ,2581,NA,(WV) x (WV x WL2),F2
F ,28,A ,1724,248,TM2,Parent
F ,39,A ,861,NA,(SQ3 x WL2) x (LV1 x WL2),F2
F ,41,A ,1880,NA,WL2,Parent
F ,42,B ,1924,249,WV,Parent
F ,43,A ,1959,NA,YO11,Parent
F ,43,B ,2285,250,(WL2 x TM2) x (TM2),F2
F ,44,A ,2214,251,(WL2 x BH) x (WL2 x TM2),F2
F ,44,B ,2570,NA,(WV x WL2) x (WL2 x CC),F2
F ,45,A ,1871,252,WL2,Parent
F ,45,B ,2290,253,(WL2 x TM2) x (WL2 x BH),F2
F ,4,C ,2349,277,(WV x WL2) x (WL2 x BH),F2
F ,4,D ,2482,NA,LV1 x WL2,F1
F ,5,C ,1688,NA,SQ3,Parent
F ,5,D ,2497,276,(LV1 x WL2) x (YO11 x WL2),F2
F ,6,D ,565,NA,TM2,Parent
F ,7,C ,2002,NA,TM2 x WL2,F1
F ,7,D ,2117,NA,(SQ3 x WL2) x (WL2),F2
F ,8,D ,2267,275,(WL2 x TM2) x (TM2),F2
F ,9,C ,2087,274,(LV1 x WL2) x (WL2),F2
F ,9,D ,2195,273,(WL2 x BH) x (WL2 x CC),F2
F ,10,C ,2189,NA,(WL2 x BH) x (CC x WL2),F2
F ,10,D ,2474,272,BH x WL2,F1
F ,11,C ,2281,271,(WL2 x TM2) x (TM2),F2
F ,11,D ,2511,270,(WL2 x BH) x (WL2 x CC),F2
F ,12,C ,2246,269,(WL2 x TM2) x (TM2),F2
F ,14,C ,2404,268,WL1,Parent
F ,15,C ,2334,NA,(WV x TM2) x (TM2 x WL2),F2
F ,15,D ,2371,NA,(WV x WL2) x (WV),F2
F ,16,C ,2294,267,(WL2 x TM2) x (WV x WL2),F2
F ,16,D ,2126,266,(TM2 x WL2) x (TM2 x BH),F2
F ,17,C ,1771,NA,TM2,Parent
F ,18,C ,2298,265,(WL2 x WV) x (CC x WL2),F2
F ,18,D ,64,NA,(LV1 x WL2) x (WL2),F2
F ,19,C ,2167,264,(TM2 x WL2) x (WL2 x DPR),F2
F ,19,D ,2506,NA,(TM2) x (TM2 x WL2),F2
F ,20,C ,2262,NA,(WL2 x TM2) x (TM2),F2
F ,20,D ,381,NA,(TM2 x WL2) x (YO11 x WL2),F2
F ,21,c ,1869,NA,WL2,Parent
F ,22,D ,2443,263,(LV1 x WL2) x (WL2),F2
F ,23,D ,1843,262,WL2,Parent
F ,24,D ,2629,NA,WV,Parent
F ,25,C ,2545,261,(WL2 x WV) x (CC x WL2),F2
F ,26,C ,2139,260,(TM2 x WL2) x (TM2),F2
F ,26,D ,2587,NA,(DPR x TM2) x (TM2 x WL2),F2
F ,27,C ,2016,NA,WL2 x DPR,F1
F ,27,D ,1914,NA,WL2,Parent
F ,28,C ,2438,NA,(CC x WL2) x (WL2),F2
F ,28,D ,2003,NA,TM2 x WL2,F1
F ,40,C ,1983,NA,LV1 x WL2,F1
F ,40,D ,2529,259,(WL2 x BH) x (WL2 x CC),F2
F ,41,C ,1693,258,SQ3,Parent
F ,41,D ,314,NA,(TM2 x WL2) x (SQ3 x WL2),F2
F ,42,C ,2013,NA,WL2 x CC,F1
F ,42,D ,2315,257,(WL2) x (WL2 x BH),F2
F ,43,C ,2401,NA,SQ3,Parent
F ,43,D ,1725,256,TM2,Parent
F ,44,D ,2140,NA,(TM2 x WL2) x (TM2),F2
F ,45,C ,2407,255,WL1,Parent
F ,45,D ,2546,254,(WL2 x WV) x (CC x WL2),F2
G ,4,A ,2460,NA,(WL2) x (WL2 x TM2),F2
G ,4,B ,2053,278,WL2 x YO11,F1
G ,5,B ,2491,279,WL2 x WV,F1
G ,6,A ,2092,280,(SQ3 x WL2) x (WL2),F2
G ,6,B ,1604,281,BH,Parent
G ,7,A ,2335,NA,(WV x TM2) x (TM2 x WL2),F2
G ,7,B ,2351,282,(WV x WL2) x (WL2 x BH),F2
G ,8,B ,2112,NA,(SQ3 x WL2) x (WL2),F2
G ,9,A ,2299,283,(WL2 x WV) x (CC x WL2),F2
G ,9,B ,1845,284,WL2,Parent
G ,10,A ,2588,285,(DPR x TM2) x (TM2 x WL2),F2
